MethodName,DatasetName,NumberOfSamples,NumberOfFeatures,Dimensionality,ImbalanceRatio,MeanPairwiseSpearman,MaxFeatureClassSpearman,TrainSubsetRatio,MF_MeanCardinalityOfNumericFeatures,MF_Quartile2DecisionTreeAttribute,MF_DecisionTreeWidth,MF_StdevClassProbability,MF_NaiveBayesKappa,MF_MinKurtosisOfNumericFeatures,MF_SkewDecisionTreeLevelSize,MF_StdevCardinalityOfNumericFeatures,MF_StdevMeansOfNumericFeatures,MF_KurtosisDecisionTreeBranchLength,MF_KurtosisMeansOfNumericFeatures,MF_StdevSkewnessOfNumericFeatures,MF_MajorityClassSize,MF_MinNumericMutualInformation,MF_MeanDecisionTreeLevelSize,MF_Quartile3NumericJointEntropy,MF_Quartile2DecisionTreeBranchLength,MF_MeanNumericMutualInformation,MF_SkewSkewnessOfNumericFeatures,MF_MaxNumericJointEntropy,MF_KurtosisNumericMutualInformation,MF_Quartile1DecisionTreeAttribute,MF_Quartile2StdDevOfNumericFeatures,MF_KurtosisDecisionTreeLevelSize,MF_Dimensionality,MF_MeanKurtosisOfNumericFeatures,MF_StdevNumericAttributeEntropy,MF_Quartile2NumericJointEntropy,MF_Quartile1KurtosisOfNumericFeatures,MF_Quartile1ClassProbability,MF_Quartile3DecisionTreeLevelSize,MF_MaxStdDevOfNumericFeatures,MF_KurtosisSkewnessOfNumericFeatures,MF_KurtosisStdDevOfNumericFeatures,MF_Quartile3NumericMutualInformation,MF_Quartile1MeansOfNumericFeatures,MF_Quartile1NumericAttributeEntropy,MF_DecisionTreeHeight,MF_RandomTreeDepth2ErrRate,MF_SkewCardinalityOfNumericFeatures,MF_SkewDecisionTreeBranchLength,MF_Quartile1DecisionTreeBranchLength,MF_SkewKurtosisOfNumericFeatures,MF_MinStdDevOfNumericFeatures,MF_SkewDecisionTreeAttribute,MF_SkewNumericJointEntropy,MF_SkewStdDevOfNumericFeatures,MF_RandomTreeDepth1ErrRate,MF_Quartile3MeansOfNumericFeatures,MF_Quartile2SkewnessOfNumericFeatures,MF_RandomTreeDepth3Kappa,MF_Quartile3DecisionTreeBranchLength,MF_MinDecisionTreeAttribute,MF_Quartile1NumericJointEntropy,MF_DecisionTreeNodeCount,MF_SkewNumericAttributeEntropy,MF_Quartile2MeansOfNumericFeatures,MF_MaxSkewnessOfNumericFeatures,MF_MinClassProbability,MF_Quartile3SkewnessOfNumericFeatures,MF_DecisionTreeLeafCount,MF_Quartile3DecisionTreeAttribute,MF_MeanNumericAttributeEntropy,MF_DecisionStumpErrRate,MF_StdevDecisionTreeLevelSize,MF_EquivalentNumberOfNumericFeatures,MF_StdevDecisionTreeAttribute,MF_StdevKurtosisOfNumericFeatures,MF_KurtosisNumericAttributeEntropy,MF_MaxMeansOfNumericFeatures,MF_MaxDecisionTreeLevelSize,MF_SkewClassProbability,MF_Quartile2KurtosisOfNumericFeatures,MF_MaxDecisionTreeBranchLength,MF_Quartile3ClassProbability,MF_MinCardinalityOfNumericFeatures,MF_MaxKurtosisOfNumericFeatures,MF_NumericNoiseToSignalRatio,MF_Quartile3KurtosisOfNumericFeatures,MF_MinNumericAttributeEntropy,MF_RandomTreeDepth1Kappa,MF_Quartile1StdDevOfNumericFeatures,MF_RandomTreeDepth2Kappa,MF_MaxClassProbability,MF_RandomTreeDepth3ErrRate,MF_Quartile2NumericAttributeEntropy,MF_MeanDecisionTreeBranchLength,MF_Quartile2DecisionTreeLevelSize,MF_MeanSkewnessOfNumericFeatures,MF_MaxCardinalityOfNumericFeatures,MF_MinSkewnessOfNumericFeatures,MF_KurtosisNumericJointEntropy,MF_StdevDecisionTreeBranchLength,MF_Quartile3StdDevOfNumericFeatures,MF_MeanNumericJointEntropy,MF_MeanMeansOfNumericFeatures,MF_KurtosisClassProbability,MF_Quartile1CardinalityOfNumericFeatures,MF_MaxNumericMutualInformation,MF_StdevNumericMutualInformation,MF_MinNumericJointEntropy,MF_Quartile1SkewnessOfNumericFeatures,MF_Quartile2CardinalityOfNumericFeatures,MF_SkewNumericMutualInformation,MF_Quartile3NumericAttributeEntropy,MF_MinorityClassSize,MF_MinMeansOfNumericFeatures,MF_ClassEntropy,MF_Quartile2NumericMutualInformation,MF_MeanDecisionTreeAttribute,MF_MeanStdDevOfNumericFeatures,MF_Quartile3CardinalityOfNumericFeatures,MF_KurtosisKurtosisOfNumericFeatures,MF_StdevNumericJointEntropy,MF_MinDecisionTreeBranchLength,MF_SkewMeansOfNumericFeatures,MF_Quartile1DecisionTreeLevelSize,MF_StdevStdDevOfNumericFeatures,MF_Quartile1NumericMutualInformation,MF_NaiveBayesErrRate,MF_KurtosisCardinalityOfNumericFeatures,MF_DecisionStumpKappa,MF_MaxNumericAttributeEntropy,MF_KurtosisDecisionTreeAttribute,MeanCompressionRatio,MeanFeatureSelectionTime,MeanTestBalancedAccuracy,MeanTestF1Score,MeanCompositeScore,Timeout
Boruta,aac_dipeptide_protein,9974,840,0.08421896932023261,19.735966735966738,0.06381693779560774,0.22095895467944413,0.060156406657309,870.1571428571428,1.0,49.0,0.6389057862495655,0.408989302200476,1.6462358034619267,1.0730105771058858,498.82218994720165,1.1233187549420296,-1.2719133935113511,27.674012875618256,3.381321442184608,9493.0,8.815164712581145e-05,8.38,1.2897814923547428,22.0,0.0026217668222479587,4.7527270444295615,2.4869490512347605,50.85803829430553,1.0,0.48879121451122337,0.010965228965244656,0.08421896932023261,61.94871842306926,0.4009502241725766,1.046938592342567,15.409410774603977,0.2741126930018047,10.0,4.685920142064443,41.241490711231826,18.54091813623768,0.002900401830568633,0.12051363545217567,0.5576814010175093,50.0,0.04170844194906764,3.1280140704603747,0.3756114836329929,10.0,12.803250403552255,0.12650638225421676,13.13602838130216,0.610521168331311,4.11045640085068,0.04822538600360937,0.37197573691598157,3.776315597765011,0.3093363831004824,36.0,1.0,0.7489808648419094,419.0,0.6161445247874617,0.23562347102466413,47.48847042608092,0.048225386003609386,5.431671362537397,210.0,1.0,0.8613252721535389,0.04822538600360937,5.170126118542241,73.71230375078174,15.746109599912849,166.21712879694695,0.6945068245707509,9.764904451574093,20.0,0.0,24.676912397578256,49.0,0.7258873069981954,239.0,3462.594419069397,327.52855747675545,48.39664567927429,0.05530015941556023,0.0,0.3610419123722328,0.25398212254419245,0.9517746139963906,0.03980348907158615,0.8551103301907472,22.60952380952381,6.0,4.767935993011882,3577.0,0.5117329262012559,0.677448440592122,14.324666876122132,0.6396408966614938,1.051959977696555,0.47618893301154436,-2.0,592.0,0.03833818876938818,0.0028718806800610256,0.24737824150589915,3.0109688336147897,785.5,5.959711634406131,1.0993594570233727,481.0,0.018566673350711854,0.19325647236526333,0.002045778494243213,2.3806818181818183,0.6119948108221374,975.25,228.03970889085775,0.4006915559805147,3.0,5.148201083146561,4.0,0.5703470213225631,0.0013224430138616965,0.07439342289953887,11.385876887337497,0.0,2.2954524349781007,170.705934800703,0.9416666666666667,212.064,0.8372,0.2002,0.8789866666666667,False
Boruta,alon1999,62,2000,32.25806451612903,1.8181818181818181,0.44059263099333346,0.6366940553620856,0.6935483870967742,61.937,1.0,4.0,0.20528906550577183,0.030849556128575095,-1.1192372992852566,0.6520236646847545,0.25702924350355155,558.112273765628,0.24999999999999867,27.477089905433683,0.8092024517796976,40.0,0.000255717915928641,2.25,1.7643829962733657,3.0,0.036738178667712326,2.1616523648238712,2.0055875555721334,6.590590763654532,1.0,152.24116574066215,-0.9030470914127422,32.25806451612903,3.4407733467538,0.22300444406504918,1.646433647233004,0.7421746035001866,0.42741935483870963,2.5,4058.8755873612367,8.260406851902996,24.539115371961046,0.048192985502225734,130.3971370967742,0.8671491968318188,4.0,0.25806451612903225,-4.377157380186384,-1.4999999999999996,3.0,4.419268416567107,16.039062417787115,1.4999999999999996,-1.0699438195200672,4.0454231381480374,0.3870967741935484,436.4799193548388,1.356758237071749,0.18485911760340923,3.0,1.0,1.481135116328165,9.0,-1.1478075704396251,228.58387096774192,6.91802134780521,0.3548387096774194,1.8338607085877319,5.0,1.0,0.9877502600403526,0.32258064516129026,1.2583057392117916,17.70339914668387,1.7888543819998322,5.273128603563096,1.535471430395269,7015.787258064516,4.0,0.0,1.9593173101990748,3.0,0.5725806451612904,59.0,51.55337389916522,25.886206552978784,4.128631278552833,0.08256493803586595,0.13727176052673257,86.1495253891985,0.4420571611817052,0.6451612903225806,0.3709677419354839,1.0348310690723013,2.6,2.0,1.5160247665629458,62.0,0.1274965157334614,1.2636201356201875,0.8944271909999161,297.6472881893719,1.6014027222493386,403.7867926612904,-2.0,62.0,0.26127600979533927,0.028203882220344815,0.7160029438071991,1.0086412707018433,62.0,1.92638085622001,1.1514196707027424,22.0,30.943064516129038,0.650390640876698,0.030603112168496743,1.8,266.1163846034212,62.0,26.921328998427285,0.2248099341485652,1.0,4.427321434887356,1.75,341.1771319456347,0.016942658980060435,0.467741935483871,22.159032639487634,0.2560292039566651,1.3702055778240396,0.24999999999999867,0.98585415,98.3412,0.7361,0.7884,0.83600166,False
Boruta,anthracycline_taxane_chemotherapy,159,61359,385.9056603773585,1.484375,0.1606310421532653,0.3364254011894286,0.6981132075471698,133.80602682573053,1.0,7.0,0.13786358626907527,-0.07261176855576779,-1.8084280508199622,0.5198756254052945,11.349816469769534,0.9776424124586387,0.26086956521739246,-0.09057582754826976,0.8799703043517363,95.0,4.455906115634345e-06,3.8333333333333335,2.0486134507586957,4.0,0.013413337334086967,3.196489588465032,2.2659022272240046,2.4599586607980752,1.0,0.13852210314411842,-1.1846194795356362,385.9056603773585,1.583152757371521,0.18206472412325203,1.9725300689540124,-0.10961591527655146,0.4512578616352202,5.5,1.550327423935838,18.31190988989578,9.240378586963374,0.017971760903697506,2.9885471698113206,1.2109470176519188,6.0,0.4780854430379746,-0.3432893286351823,-0.670872462618415,3.75,9.175755824653315,0.02231994270533055,3.0151134457776365,-2.194461073984332,2.3461439956376196,0.5537974683544304,4.280330188679246,0.2587280874780646,0.050365511207808966,4.0,1.0,1.8712831855814427,23.0,-2.2174228426522142,3.6043081761006284,11.720511683340646,0.4025157232704403,0.6371108408932046,12.0,1.0,1.2740525111813148,0.45292721518987344,2.7141603981096374,50.24987534744569,3.1754264805429413,5.6741285971478055,7.998358607441942,7.1389056603773575,8.0,0.0,0.32313200747992976,5.0,0.5487421383647798,77.0,143.68616070757912,93.98400580320887,1.1450473909943186,0.038149389526767656,-0.13937062841343062,0.09438865975397731,-0.003554224411789153,0.5974842767295597,0.47136075949367084,1.3120099141158221,3.8333333333333335,3.0,0.435659151357571,159.0,-4.368097669149722,7.857195617451067,0.8348471099367218,0.22328831821635328,1.9346577028783376,3.676069073227252,-2.0,126.0,0.082714020112044,0.009164828600754961,0.7064149414358419,-0.027971843553152152,134.0,1.3264463787564182,1.3880467274376427,64.0,1.6807987421383648,0.6740185290311096,0.011402612910314226,1.9166666666666667,0.1761804114197892,143.0,119.80157625204725,0.18245857112010222,2.0,0.42089238104280974,2.0,0.11820856546705213,0.006692843714135227,0.5096518987341772,-0.36086039674189685,-0.06676616849123695,1.6057053624973419,7.090909090909095,0.6999843543734415,498.6854,0.4731,0.6362,0.5638537417493766,False
Boruta,ap_colon_lung,412,10935,26.54126213592233,2.2698412698412698,0.15152211943169155,0.7326368118654393,0.6990291262135923,405.0069501600366,1.0,6.0,0.27460457521807674,0.8838790447795002,-1.211363187042635,0.35777087639996635,13.156087168164873,7832.112039519926,-1.2520429418362442,52.35586595499328,3.2891016769038433,286.0,0.0006487781618489483,2.5,1.9420420687873552,3.0,0.04096609516753492,2.665320128471177,2.3532696400600375,6.241190352792778,1.0,813.4660463595098,-1.36,26.54126213592233,26.068947435635774,0.4362502440990116,1.7479467099038042,2.2755720274604934,0.4029126213592233,3.5,55165.983562000336,7.9392513656753465,54.08986284335406,0.0525400194265731,951.0087378640777,0.7861980405638258,6.0,0.07524271844660191,-7.028729251346068,0.3161639417792118,2.75,4.00385567738392,396.48605430642635,2.2677868380553634,-0.8281252622718046,6.169360658969414,0.10922330097087374,2852.9850728155343,1.764355571704099,0.7721521347017284,4.25,1.0,1.3564613009679787,15.0,-0.8607463913324868,1563.1572815533982,20.29000441380096,0.3058252427184466,3.3562092430566266,8.0,1.0,1.03883804182304,0.04126213592233008,1.224744871391589,15.02997823739089,2.4748737341529163,57.826693886462714,-0.3450679942284127,112252.74004854368,4.0,0.0,5.829245293293193,5.0,0.5970873786407768,183.0,411.78853466677145,24.35848334029906,18.92070434480288,0.017038370810806915,0.7423442132432692,540.3250426300192,0.8231075906209606,0.6941747572815534,0.09951456310679607,1.1745410921460009,3.375,2.0,2.9706658555386127,412.0,-0.3471492563338684,-0.41794073909920737,1.1877349391654208,1559.5690401230584,1.6135914654944392,3491.645591580433,-2.0,405.0,0.33821840014956694,0.04459054078277681,0.6298755943561635,1.1046128795419263,408.0,2.2505183291581856,1.3727188692793177,126.0,39.069902912621366,0.6157195188389339,0.02494891393858134,1.875,1768.4616791258675,410.0,17.910604240623574,0.42792080286140566,2.0,6.531445884726869,2.0,3214.6469617579805,0.011643095818898067,0.050970873786407744,67.95871868089581,0.8994848607013441,1.7580313655643565,3.1428571428571432,0.9799359853680841,852.804,0.9392,0.9265,0.9554943941472337,False
Boruta,arcene,200,10000,50.0,1.2727272727272727,0.17985207514837784,0.4676780561680105,0.5,75.6402,1.0,8.0,0.08485281374238575,0.10479112345069558,-1.7439188981320253,0.49615089620695163,42.39585928895043,96.94815228683169,-0.7916666666666687,3.9409139935772632,2.637459952236517,112.0,3.885780586188048e-16,4.142857142857143,2.0292481301341203,4.0,0.03404238079990631,2.059952593849963,2.451591190208762,0.3213353501710241,1.0,41.393479712753845,-1.292038575972094,50.0,14.147902334381751,0.479904280130966,1.6749957673824452,-0.3504334689421891,0.47000000000000003,6.0,315.38940499629916,5.134517085371163,2.2197704177107447,0.050809541803096825,10.52375,0.5682883511441756,7.0,0.33999999999999997,0.31106084420942026,0.44226898133585063,3.5,3.8288282478281457,0.0,3.4743961448615166,-0.23915758455852973,1.508202617950892,0.31000000000000005,83.58250000000001,1.6770499687679745,0.279147094561541,5.0,1.0,1.2353590445694038,29.0,-0.23326563526894162,30.93,14.142135623730969,0.44,3.2271901843290394,15.0,1.0,0.9670067028749738,0.345,2.853569193634026,20.149289918473052,3.614784456460255,31.553231161675956,-1.1146308939294858,542.845,8.0,1.3803499881181171e-15,2.985335685116981,6.0,0.53,1.0,200.0000000000003,27.405965744841065,12.733271465831493,0.0,0.3751807038623472,22.320357891370016,0.33607923031040465,0.56,0.355,1.0240761305895925,4.2,4.0,2.4353522139514685,182.0,-1.9171001216076657,-1.104911782986918,1.0141851056742202,83.37648864172931,1.61889412232744,71.068426,-2.0,43.0,0.1490793900308054,0.027060461894332633,0.6859298002523728,0.7411730058081798,71.0,1.0298224843304618,1.3904567921158848,88.0,0.0,0.6859298002523728,0.024893604579135156,1.9333333333333333,59.705189204149065,105.0,16.4017852222203,0.4649976402495997,3.0,2.078513017045931,2.0,52.86997655181126,0.012566974316280226,0.43999999999999995,-0.6937174381969538,0.3162796143493467,1.7815064477465767,10.071428571428571,0.997625,161.4662,0.7249,0.6853,0.83399,False
Boruta,binary_isolet,600,617,1.0283333333333333,1.0,0.1379384510612944,0.8694445954111615,0.7,433.12965964343596,1.0,5.0,0.0,0.8933333333333333,-1.3822906734435536,0.35777087639996635,173.1185016935444,0.547813129814433,-1.2520429418362442,-0.9253050176550159,3.0815357720872143,300.0,2.1817977020360813e-05,2.5,2.4432888950541805,3.0,0.0804367377949785,3.003350912205077,2.7017785667051046,6.565734972559733,1.0,0.3035979974666768,-1.36,1.0283333333333333,11.201773947323426,0.5128712330384066,2.3292153927785546,-0.3662843122118966,0.5,3.5,0.8648133087477327,9.99557356392995,2.2591058920949685,0.09640470933622192,-0.38676666666666665,1.5937978516143056,6.0,0.03833333333333333,-1.4533830485865205,0.3161639417792118,2.75,5.760254984464355,0.02300571925455903,2.2677868380553634,-1.8971846274145863,0.5252882505799691,0.08499999999999996,0.5070046666666667,-0.03038099041898212,0.96,4.25,1.0,2.1970757091899307,15.0,-1.9389270350083694,0.2503033333333334,21.067332935008594,0.5,0.6087312087463551,8.0,1.0,1.5566278592566174,0.02833333333333332,1.224744871391589,8.617296021212052,2.4748737341529163,40.96743271408721,2.468027408453663,0.956095,4.0,0.0,0.13998718356880202,5.0,0.5,2.0,480.2295751132373,18.35220027475797,1.0270635314997714,0.034661636788640815,0.8300000000000001,0.25152227958216816,0.9233333333333333,0.5,0.020000000000000018,1.7354568326420576,3.375,2.0,0.8358060794512382,583.0,-6.198330294982849,2.391829887984766,1.1877349391654208,0.35317505338256155,2.1693383020215844,0.05469068125337655,-3.0,365.0,0.6272137897707276,0.1180251230081231,0.724330518578843,-0.6922045225219478,515.0,2.46130956050675,1.8428836296686026,300.0,-0.9963696666666667,0.6931471805599453,0.029242446803256474,1.875,0.3081979485979112,550.0,43.74587940341455,0.488147182267863,2.0,-0.6255605828257337,2.0,0.11335440064089596,0.010305917617434178,0.053333333333333344,0.749733123539535,0.9433333333333334,2.0438641032541325,3.1428571428571432,0.813938411669368,287.69,1.0,1.0,0.9255753646677471,False
Boruta,bordeaux_wine,14349,985,0.06864589866889678,2.3659394792399717,0.007543184861728908,0.35065599625302474,0.6999790926196947,1.6253807106598985,3.0,104.0,0.2869525950832299,0.34387092131772057,-1.8929630119188923,1.2136607630090226,0.4842703444332121,0.039921426461866104,3.550847258981536,139.128888754885,32.76277215469707,10086.0,-7.494005416219807e-16,38.68316831683168,0.6348769487497316,22.0,0.0009965841461851953,1.7798077613368715,1.288267823956334,127.93286076514985,1.0,0.016694513595821744,-0.03187378732851798,0.06864589866889678,1562.887143465089,0.08558496645593779,0.6108206581206356,0.0,0.39854693706878525,60.0,0.49344421534887745,2.286102416222218,6.48334815969916,0.0005459029869060942,0.0,0.0,101.0,0.23750768600122973,-0.5180759285982239,1.7054493593548496,16.0,2.7927877900501192,0.0,18.94761355071723,3.8394929085263363,2.3818956972318923,0.2414800834216475,0.004181476061049551,7.346402909532102,0.515020637758907,32.0,1.0,0.6083818019934305,3907.0,3.826303499827292,0.0002787650707366367,119.78731151503484,0.29709387413757055,30.883660024662586,1954.0,7.0,0.03718983578962104,0.2414800834216475,48.30629993967026,610.4670682573501,102.13708257489557,3548.757785602311,17.709724268175005,0.7348944177294585,152.0,-3.114842116956769e-16,51.976880359188286,100.0,0.6014530629312147,1.0,14349.0,36.31730625254202,951.933139355267,0.0,0.28733485908445494,0.0,0.2930986462607184,0.7029061258624294,0.20663442026909018,0.002560457669730222,26.09263050153531,14.0,22.172292887382387,2.0,-1.0644522503844913,17.83124094034435,15.652888569624407,0.06453124462661054,0.6445750536368661,0.010587341730954209,-1.9999999999999998,1.0,0.05564568889856528,0.003503954524257552,0.6083818019934305,0.0,2.0,9.828028165944433,0.027075046254919983,4263.0,0.0,0.6083818019934305,4.914090028456026e-05,10.704109589041096,0.05073749430720862,2.0,6.899924783063163,0.08372055707303017,3.0,9.956772350525744,4.0,0.07947254547510585,-7.494005416219807e-16,0.22705392780161415,-1.7315973322070874,0.28733485908445494,0.6800301769968059,358.0040710357624,0.9965482233502538,297.844,0.7707,0.6746,0.8610392893401015,False
Boruta,breast,97,24481,252.38144329896906,1.108695652173913,0.11761804262958955,0.5530270404065563,0.6907216494845361,85.75736285282464,1.0,6.0,0.036448803153945775,-0.03464557970190019,-1.2750741937000112,0.6288941186718158,10.368040888649123,10.842577419939118,-0.31379962192816624,77.64416459697435,4.82616043157513,51.0,-2.7755575615628914e-16,3.0,1.9268785537894608,3.0,0.019487515319495764,0.02976616743751437,2.2703864650333125,6.315112277535093,1.0,0.27787915647161193,-1.0468750000000004,252.38144329896906,41.34012212636944,0.5837591310854199,1.3373948210837578,0.8768519421574261,0.4871134020618556,4.0,34.26843426912131,-1.414633551043138,-1.0817433607324771,0.02568555559187192,-0.009443298969072164,0.057417923030060325,5.0,0.4224064625850341,-6.536190807466422,-0.0543950645366282,3.0,0.35964500512936204,0.0,2.2677868380553634,0.11580330910607936,0.5442740246035629,0.3711734693877551,1.0578762886597937,1.3901396763009908,-0.11801779751394259,3.25,1.0,0.741485006249723,15.0,0.11109571712108057,0.034051546391752584,9.84857290572439,0.4742268041237113,9.840495370793604,8.0,1.0,0.659572005461934,0.45344387755102034,2.0,35.50057896158397,2.4748737341529163,43.073938401266595,-1.796225326631722,100.0,6.0,0.0,20.353235511240598,4.0,0.5128865979381444,1.0,96.9962200730305,32.845874892120435,96.88925901315939,0.0,0.27656322104291653,0.14483606237962884,0.13251797246253205,0.5257731958762887,0.5567602040816326,0.6637214468662439,3.125,2.0,4.064754078057233,97.0,-9.216865738101898,-1.7920253972126525,0.6408699444616557,10.152774840229657,1.3319025665072746,1.7672311213787926,-2.0,84.0,0.22495306932673423,0.017827297700464182,0.6918180763648366,0.08320302230839931,87.0,2.1283686688725307,1.2650109559781317,46.0,-1.3775979381443297,0.6918180763648366,0.013053243901610438,1.875,4.973237377703798,90.0,-1.689234107180172,0.573842793316527,2.0,8.898760046236646,2.0,5.675107217212985,0.007750993145173725,0.5051020408163265,50.574059369126836,0.08555609476331233,1.593621271327975,3.1428571428571432,0.9986111678444508,203.498,0.6268,0.6108,0.7755244671377803,False
Boruta,central_nervous_system,60,7129,118.81666666666666,1.8571428571428572,0.18518335826577093,0.44997330260074303,0.7,56.957217000981906,1.0,5.0,0.21213203435596428,0.22878897751994198,-1.087320517741063,0.1111111111111108,2.560709317540067,1764.678477374014,-1.25,91.70491016918876,1.582884236296891,39.0,3.6137383381998345e-05,2.6,1.733090956078903,3.0,0.029676327918603914,0.1222981161932508,2.0146939542049003,2.716478416897787,1.0,248.3281704237131,-1.6018518518518519,118.81666666666666,4.698862774026032,0.22328870576862112,1.6211446680418247,1.0861291582653911,0.42499999999999993,4.0,35115.36768339228,2.0197747390826066,259.2821964760216,0.040127052900376894,2.6166666666666667,0.855545439926572,5.0,0.5166666666666666,-1.0100968568608752,0.0,2.5,3.6744725007182075,48.04485604193643,2.0412414523193148,-1.1734997734629706,11.598128868225327,0.4666666666666667,480.05,0.8071231147791222,0.0657657657657657,3.5,1.0,1.4703567752094993,13.0,-1.222370771692704,149.2,7.680410702671064,0.35,1.5539122653078306,7.0,1.0,0.9608796459754522,0.41666666666666674,1.3416407864998738,21.81693910413869,2.267786838055363,6.761130130029381,1.83276397984074,40666.05,4.0,0.0,2.599472856590847,4.0,0.5750000000000001,45.0,59.32870247089093,31.378657110507344,5.481154118262072,0.08476607571480994,-0.050000000000000044,143.31597976672793,-0.07926634768740037,0.65,0.41666666666666674,1.0059297604763617,3.0,2.0,0.709769240575339,60.0,-7.506454963228914,1.6738462074487312,0.816496580927726,466.5068032275919,1.5786499570914803,531.3348342451021,-2.0,56.0,0.17766983430143526,0.020273596290574247,0.7144520677198336,-0.2510057025989196,58.0,1.3035691186214167,1.11555222725821,21.0,-17105.733333333334,0.6474466390346325,0.025594012999042737,1.8571428571428572,511.02866295973035,59.0,17.866269216436205,0.2232456782888428,2.0,7.502864112440667,2.0,1049.6852027642913,0.01490169263762807,0.3500000000000001,0.8284472188952581,-0.004904051172707813,1.3807247177820043,2.166666666666668,0.9987768270444662,40.8652,0.4942,0.1357,0.6960307308177864,False
Boruta,cs4375_term_project,20000,176,0.0088,1.9841838257236646,0.18406041262866396,0.5081762051994502,0.8,1595.5113636363637,1.0,3.0,0.2332038164353234,0.8659411108844868,-1.9920453689662188,-0.7071067811865479,2215.774227768154,1214.1230002322668,-1.4999999999999998,121.39074279690331,9.00570075953411,13298.0,6.106226635438361e-16,1.6666666666666667,2.026006642611801,2.0,0.002988895388328709,2.0798136478929927,3.7510086489342473,61.94668512340206,1.0,1.0176158832001765,-1.4999999999999993,0.0088,155.79786614788802,0.8140039493518717,1.4136007361105576,2.0293814443033513,0.41755000000000003,2.0,6027.7676721979815,7.798421278430952,27.458972769568692,0.0005697620547757986,0.34173928,0.3396984027675302,3.0,0.0,1.7095805824733188,-0.707106781186548,1.5,6.408778860005821,0.0,0.7071067811865472,0.8599242943207929,4.781334298175109,0.32610000000000006,14.875058693749999,3.5689662819032204,1.0,2.0,1.0,0.9766185757212819,5.0,0.8570703730576518,1.4941975275000001,60.68235514828245,0.3351,7.324084954647475,3.0,2.0,0.9861518435242722,0.32610000000000006,0.5773502691896257,213.3670233099112,1.1547005383792517,405.9079436674161,-0.09727661428421408,14893.679263499998,2.0,5.803093231847914e-16,19.137205611193636,2.0,0.58245,1.0,4221.348879325776,328.93856104000196,80.7053385405631,0.0,0.41048619058100566,0.3368038170012343,1.0,0.6649,0.0,0.7761055754686551,1.6666666666666667,2.0,6.237402854214927,8241.0,-20.658905424498457,-0.10338701773553405,0.5773502691896257,22.269408217750872,1.6208946601283605,212.6741680022011,-2.0,100.0,0.17948405036635362,0.020195973818176165,0.6377317119924177,0.7531840370723968,682.0,7.897344643885028,1.3884923328450889,6702.0,0.0,0.6377317119924177,0.00038814343902716345,1.6666666666666667,259.7973452609883,1806.0,56.5144626227017,0.8152702722242173,1.0,10.545622040637534,1.5,795.5876857932221,0.00021527954794779868,0.058149999999999924,1.8677830158003959,0.41048619058100566,3.1139003044876175,-1.5000000000000002,0.9488636363636364,319.852,1.0,1.0,0.9795454545454545,False
